cod_vehiculo;cod_parte;cod_elem_red;elemento;precio;faro_int_ext
2151;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;55026.0;0
2151;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;206546.21;0
2151;1;16005;PARAGOLPE REJILLA / TAPA DER;68247.53;0
2151;1;16005;PARAGOLPE REJILLA / TAPA DER 1;33596.43;0
2151;1;16005;PARAGOLPE REJILLA / TAPA IZQ;68247.53;0
2151;1;16005;PARAGOLPE REJILLA / TAPA IZQ 1;22774.65;0
2151;1;16005;PARAGOLPE REJILLA CENTRAL;312379.55;0
2151;1;16005;PARAGOLPE REJILLA CENTRAL MARCO;303498.96;0
2151;1;16005;PARAGOLPE REJILLA CENTRAL MARCO 1;294266.82;0
2151;1;16005;PARAGOLPE REJILLA CENTRAL MARCO 2;193951.37;0
2151;1;18005;REJILLA RADIADOR;803287.89;0
2151;2;6002;FARO DER;488600.31;0
2151;2;6002;FARO DER 1;158994.57;0
2151;2;6002;FARO IZQ;486185.28;0
2151;2;6002;FARO IZQ 1;234823.46;0
2151;2;7006;GUARDABARRO DER;2073012.84;0
2151;2;7006;GUARDABARRO IZQ;2236929.18;0
2151;2;12009;LUNETA CRISTAL;1018714.68;0
2151;2;16003;PANEL COLA COMP;359839.47;0
2151;2;16003;PANEL COLA REFUERZO;158505.45;0
2151;2;16005;PARAGOLPE / CTRO;1058944.8;0
2151;2;16005;PARAGOLPE / CTRO 1;1804501.25;0
2151;2;16005;PARAGOLPE ALMA;307121.51;0
2151;2;16005;PARAGOLPE EMBELLEC / MOLD DER;191245.92;0
2151;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ;214876.53;0
2151;2;20006;TAPA PORTON;3250431.68;0
2151;2;20006;TAPA BAUL / PORTON MOLD;349124.69;0
2151;3;16024;PUERTA DEL;2046111.24;0
2151;3;16024;PUERTA DEL CRISTAL;415293.45;0
2151;3;16024;PUERTA DEL ESPEJO ELECTRICO;703889.54;0
2151;3;16024;PUERTA DEL MANIJA EXT;92336.69;0
2151;3;16024;PUERTA DEL MANIJA EXT 1;79176.3;0
2151;3;16024;PUERTA DEL MANIJA EXT 2;84892.89;0
2151;3;16024;PUERTA DEL MOLD INF;224918.78;0
2151;3;16024;PUERTA DEL MOLD SUP;11693.03;0
2151;3;16024;PUERTA DEL MOLD SUP 1;5242.76;0
2151;3;16024;PUERTA TRAS;1341503.31;0
2151;3;16024;PUERTA TRAS CRISTAL;480606.26;0
2151;3;16024;PUERTA TRAS MANIJA EXT;92336.69;0
2151;3;16024;PUERTA TRAS MANIJA EXT 1;79176.3;0
2151;3;16024;PUERTA TRAS MANIJA EXT 2;84892.89;0
2151;3;16024;PUERTA TRAS MOLD INF;75798.32;0
2151;3;16024;PUERTA TRAS MOLD SUP;9476.7;0
2151;3;16024;PUERTA TRAS MOLD SUP 1;10210.38;0
2151;3;16024;PUERTA TRAS 1;1138854.78;0
2151;3;26001;ZOCALO;1021542.41;0
2151;4;16024;PUERTA DEL CRISTAL;425396.84;0
2151;4;16024;PUERTA DEL ESPEJO ELECTRICO;703889.54;0
2151;4;16024;PUERTA DEL MANIJA EXT;89203.26;0
2151;4;16024;PUERTA DEL MANIJA EXT 1;59214.09;0
2151;4;16024;PUERTA DEL MANIJA EXT 2;125994.26;0
2151;4;16024;PUERTA DEL MOLD INF;224918.78;0
2151;4;16024;PUERTA DEL MOLD SUP;11693.03;0
2151;4;16024;PUERTA DEL MOLD SUP 1;5242.76;0
2151;4;16024;PUERTA TRAS;2347592.58;0
2151;4;16024;PUERTA TRAS CRISTAL;480606.26;0
2151;4;16024;PUERTA TRAS MANIJA EXT;92336.69;0
2151;4;16024;PUERTA TRAS MANIJA EXT 1;79176.3;0
2151;4;16024;PUERTA TRAS MANIJA EXT 2;84892.89;0
2151;4;16024;PUERTA TRAS MOLD INF;127782.6;0
2151;4;16024;PUERTA TRAS MOLD SUP;9476.7;0
2151;4;16024;PUERTA TRAS MOLD SUP 1;10210.38;0
2151;4;16024;PUERTA TRAS 1;1423522.62;0
2151;4;26001;ZOCALO;967265.37;0
2152;1;3011;CAPOT;934341.48;0
2152;1;6002;FARO AUXILIAR DER;189747.99;0
2152;1;6002;FARO AUXILIAR IZQ;189747.99;0
2152;1;6002;FARO DER;439703.6;0
2152;1;6002;FARO IZQ;439703.6;0
2152;1;6003;FRENTE C/MASCARA COMPLETA;294893.51;0
2152;1;7006;GUARDABARRO DER;687228.89;0
2152;1;7006;GUARDABARRO IZQ;606325.38;0
2152;1;16004;PARABRISAS;986646.75;0
2152;1;16004;PARABRISAS 1;947746.43;0
2152;1;16004;PARABRISAS 2;1351713.69;0
2152;1;16005;PARAGOLPE / CTRO;763057.77;0
2152;1;16005;PARAGOLPE ALMA;289941.17;0
2152;1;16005;PARAGOLPE ALMA 1;551681.51;0
2152;1;16005;PARAGOLPE EMBELLEC / MOLD DER;39893.85;0
2152;1;16005;PARAGOLPE EMBELLEC / MOLD DER 1;214876.53;0
2152;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;55026.0;0
2152;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;206546.21;0
2152;1;16005;PARAGOLPE REJILLA / TAPA DER;68247.53;0
2152;1;16005;PARAGOLPE REJILLA / TAPA DER 1;33596.43;0
2152;1;16005;PARAGOLPE REJILLA / TAPA IZQ;68247.53;0
2152;1;16005;PARAGOLPE REJILLA / TAPA IZQ 1;22774.65;0
2152;1;16005;PARAGOLPE REJILLA CENTRAL;312379.55;0
2152;1;16005;PARAGOLPE REJILLA CENTRAL MARCO;303498.96;0
2152;1;16005;PARAGOLPE REJILLA CENTRAL MARCO 1;294266.82;0
2152;1;16005;PARAGOLPE REJILLA CENTRAL MARCO 2;193951.37;0
2152;1;18005;REJILLA RADIADOR;803287.89;0
2152;2;6002;FARO DER;488600.31;0
2152;2;6002;FARO DER 1;158994.57;0
2152;2;6002;FARO IZQ;486185.28;0
2152;2;6002;FARO IZQ 1;234823.46;0
2152;2;7006;GUARDABARRO DER;2073012.84;0
2152;2;7006;GUARDABARRO IZQ;2236929.18;0
2152;2;12009;LUNETA CRISTAL;1018714.68;0
2152;2;16003;PANEL COLA COMP;359839.47;0
2152;2;16003;PANEL COLA REFUERZO;158505.45;0
2152;2;16005;PARAGOLPE / CTRO;1058944.8;0
2152;2;16005;PARAGOLPE / CTRO 1;1804501.25;0
2152;2;16005;PARAGOLPE ALMA;307121.51;0
2152;2;16005;PARAGOLPE EMBELLEC / MOLD DER;191245.92;0
2152;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ;214876.53;0
2152;2;20006;TAPA PORTON;3250431.68;0
2152;2;20006;TAPA BAUL / PORTON MOLD;349124.69;0
2152;3;16024;PUERTA DEL;2046111.24;0
2152;3;16024;PUERTA DEL CRISTAL;415293.45;0
2152;3;16024;PUERTA DEL ESPEJO ELECTRICO;703889.54;0
2152;3;16024;PUERTA DEL MANIJA EXT;92336.69;0
2152;3;16024;PUERTA DEL MANIJA EXT 1;79176.3;0
2152;3;16024;PUERTA DEL MANIJA EXT 2;84892.89;0
2152;3;16024;PUERTA DEL MOLD INF;224918.78;0
2152;3;16024;PUERTA DEL MOLD SUP;11693.03;0
2152;3;16024;PUERTA DEL MOLD SUP 1;5242.76;0
2152;3;16024;PUERTA TRAS;1341503.31;0
2152;3;16024;PUERTA TRAS CRISTAL;480606.26;0
2152;3;16024;PUERTA TRAS MANIJA EXT;92336.69;0
2152;3;16024;PUERTA TRAS MANIJA EXT 1;79176.3;0
2152;3;16024;PUERTA TRAS MANIJA EXT 2;84892.89;0
2152;3;16024;PUERTA TRAS MOLD INF;75798.32;0
2152;3;16024;PUERTA TRAS MOLD SUP;9476.7;0
2152;3;16024;PUERTA TRAS MOLD SUP 1;10210.38;0
2152;3;16024;PUERTA TRAS 1;1138854.78;0
2152;3;26001;ZOCALO;1021542.41;0
2152;4;16024;PUERTA DEL CRISTAL;425396.84;0
2152;4;16024;PUERTA DEL ESPEJO ELECTRICO;703889.54;0
2152;4;16024;PUERTA DEL MANIJA EXT;89203.26;0
2152;4;16024;PUERTA DEL MANIJA EXT 1;59214.09;0
2152;4;16024;PUERTA DEL MANIJA EXT 2;125994.26;0
2152;4;16024;PUERTA DEL MOLD INF;224918.78;0
2152;4;16024;PUERTA DEL MOLD SUP;11693.03;0
2152;4;16024;PUERTA DEL MOLD SUP 1;5242.76;0
2152;4;16024;PUERTA TRAS;2347592.58;0
2152;4;16024;PUERTA TRAS CRISTAL;480606.26;0
2152;4;16024;PUERTA TRAS MANIJA EXT;92336.69;0
2152;4;16024;PUERTA TRAS MANIJA EXT 1;79176.3;0
2152;4;16024;PUERTA TRAS MANIJA EXT 2;84892.89;0
2152;4;16024;PUERTA TRAS MOLD INF;127782.6;0
2152;4;16024;PUERTA TRAS MOLD SUP;9476.7;0
2152;4;16024;PUERTA TRAS MOLD SUP 1;10210.38;0
2152;4;16024;PUERTA TRAS 1;1423522.62;0
2152;4;26001;ZOCALO;967265.37;0
2153;1;3011;CAPOT;984185.87;0
2153;1;6002;FARO AUXILIAR DER;189747.99;0
2153;1;6002;FARO AUXILIAR IZQ;189747.99;0
2153;1;6002;FARO DER;1385753.39;0
2153;1;6002;FARO IZQ;1385753.39;0
2153;1;6003;FRENTE C/MASCARA COMPLETA;294893.51;0
2153;1;7006;GUARDABARRO DER;475149.51;0
2153;1;7006;GUARDABARRO DER 1;617544.57;0
2153;1;7006;GUARDABARRO IZQ;487622.07;0
2153;1;7006;GUARDABARRO IZQ 1;541425.27;0
2153;1;16004;PARABRISAS;1476806.13;0
2153;1;16005;PARAGOLPE / CTRO;1967332.35;0
2153;1;16005;PARAGOLPE ALMA;590566.55;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD DER;26381.91;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD DER 1;36928.56;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD DER 2;80704.8;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD DER 3;206546.21;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;20695.89;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;40367.69;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 2;82539.0;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 3;206546.21;0
2153;1;16005;PARAGOLPE EMBELLEC / MOLD SUP;140790.14;0
2153;1;16005;PARAGOLPE REJILLA CENTRAL;481691.49;0
2153;1;16005;PARAGOLPE REJILLA CENTRAL 1;444380.81;0
2153;1;18005;REJILLA RADIADOR;498199.29;0
2153;2;6002;FARO DER;434720.69;0
2153;2;6002;FARO IZQ;434720.69;0
2153;2;7006;GUARDABARRO DER;5266569.03;0
2153;2;7006;GUARDABARRO IZQ;5285782.28;0
2153;2;12009;LUNETA CRISTAL;1095491.24;0
2153;2;16003;PANEL COLA COMP;1405226.48;0
2153;2;16005;PARAGOLPE / CTRO;402163.64;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD;630964.8;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD DER;32709.9;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD DER 1;78335.63;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD DER 2;191245.92;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ;24364.29;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;78335.63;0
2153;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ 2;191245.92;0
2153;2;20006;TAPA PORTON;1742719.28;0
2153;2;20006;TAPA BAUL / PORTON MOLD;711256.91;0
2153;2;20006;TAPA BAUL / PORTON MOLD 1;716209.25;0
2153;3;16024;PUERTA DEL;2947910.96;0
2153;3;16024;PUERTA DEL CRISTAL;375873.44;0
2153;3;16024;PUERTA DEL ESPEJO ELECTRICO;702789.02;0
2153;3;16024;PUERTA DEL MANIJA EXT;84892.89;0
2153;3;16024;PUERTA DEL MOLD INF;209083.52;0
2153;3;16024;PUERTA DEL MOLD SUP;11754.17;0
2153;3;16024;PUERTA DEL MOLD SUP 1;40749.81;0
2153;3;16024;PUERTA TRAS;2459753.91;0
2153;3;16024;PUERTA TRAS CRISTAL;141753.09;0
2153;3;16024;PUERTA TRAS MANIJA EXT;79176.3;0
2153;3;16024;PUERTA TRAS MOLD INF;151413.21;0
2153;3;16024;PUERTA TRAS MOLD SUP;10668.93;0
2153;3;16024;PUERTA TRAS MOLD SUP 1;14062.2;0
2153;3;26001;ZOCALO;4001185.02;0
2153;3;26001;ZOCALO 1;5266569.03;0
2153;4;16024;PUERTA DEL;3038551.01;0
2153;4;16024;PUERTA DEL ESPEJO ELECTRICO;702789.02;0
2153;4;16024;PUERTA DEL MANIJA EXT;59214.09;0
2153;4;16024;PUERTA DEL MOLD INF;183114.3;0
2153;4;16024;PUERTA DEL MOLD SUP;8880.59;0
2153;4;16024;PUERTA DEL MOLD SUP 1;40749.81;0
2153;4;16024;PUERTA TRAS;2639260.95;0
2153;4;16024;PUERTA TRAS CRISTAL;287801.27;0
2153;4;16024;PUERTA TRAS MANIJA EXT;79176.3;0
2153;4;16024;PUERTA TRAS MOLD INF;124511.61;0
2153;4;16024;PUERTA TRAS MOLD SUP;12518.42;0
2153;4;16024;PUERTA TRAS MOLD SUP 1;14062.2;0
2153;4;26001;ZOCALO;6189859.46;0
2153;4;26001;ZOCALO 1;5285782.28;0
2154;1;3011;CAPOT;984185.87;0
2154;1;6002;FARO AUXILIAR DER;189747.99;0
2154;1;6002;FARO AUXILIAR IZQ;189747.99;0
2154;1;6002;FARO DER;1385753.39;0
2154;1;6002;FARO IZQ;1385753.39;0
2154;1;6003;FRENTE C/MASCARA COMPLETA;294893.51;0
2154;1;7006;GUARDABARRO DER;475149.51;0
2154;1;7006;GUARDABARRO DER 1;617544.57;0
2154;1;7006;GUARDABARRO IZQ;487622.07;0
2154;1;7006;GUARDABARRO IZQ 1;541425.27;0
2154;1;16004;PARABRISAS;1476806.13;0
2154;1;16005;PARAGOLPE / CTRO;1967332.35;0
2154;1;16005;PARAGOLPE ALMA;590566.55;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD DER;26381.91;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD DER 1;36928.56;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD DER 2;80704.8;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD DER 3;206546.21;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;20695.89;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;40367.69;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 2;82539.0;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ 3;206546.21;0
2154;1;16005;PARAGOLPE EMBELLEC / MOLD SUP;140790.14;0
2154;1;16005;PARAGOLPE REJILLA CENTRAL;481691.49;0
2154;1;16005;PARAGOLPE REJILLA CENTRAL 1;444380.81;0
2154;1;18005;REJILLA RADIADOR;498199.29;0
2154;2;6002;FARO DER;434720.69;0
2154;2;6002;FARO IZQ;434720.69;0
2154;2;7006;GUARDABARRO DER;5266569.03;0
2154;2;7006;GUARDABARRO IZQ;5285782.28;0
2154;2;12009;LUNETA CRISTAL;1095491.24;0
2154;2;16003;PANEL COLA COMP;1405226.48;0
2154;2;16005;PARAGOLPE / CTRO;402163.64;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD;630964.8;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD DER;32709.9;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD DER 1;78335.63;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD DER 2;191245.92;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ;24364.29;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ 1;78335.63;0
2154;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ 2;191245.92;0
2154;2;20006;TAPA PORTON;1742719.28;0
2154;2;20006;TAPA BAUL / PORTON MOLD;711256.91;0
2154;2;20006;TAPA BAUL / PORTON MOLD 1;716209.25;0
2154;3;16024;PUERTA DEL;2947910.96;0
2154;3;16024;PUERTA DEL CRISTAL;375873.44;0
2154;3;16024;PUERTA DEL ESPEJO ELECTRICO;702789.02;0
2154;3;16024;PUERTA DEL MANIJA EXT;84892.89;0
2154;3;16024;PUERTA DEL MOLD INF;209083.52;0
2154;3;16024;PUERTA DEL MOLD SUP;11754.17;0
2154;3;16024;PUERTA DEL MOLD SUP 1;40749.81;0
2154;3;16024;PUERTA TRAS;2459753.91;0
2154;3;16024;PUERTA TRAS CRISTAL;141753.09;0
2154;3;16024;PUERTA TRAS MANIJA EXT;79176.3;0
2154;3;16024;PUERTA TRAS MOLD INF;151413.21;0
2154;3;16024;PUERTA TRAS MOLD SUP;10668.93;0
2154;3;16024;PUERTA TRAS MOLD SUP 1;14062.2;0
2154;3;26001;ZOCALO;4001185.02;0
2154;3;26001;ZOCALO 1;5266569.03;0
2154;4;16024;PUERTA DEL;3038551.01;0
2154;4;16024;PUERTA DEL ESPEJO ELECTRICO;702789.02;0
2154;4;16024;PUERTA DEL MANIJA EXT;59214.09;0
2154;4;16024;PUERTA DEL MOLD INF;183114.3;0
2154;4;16024;PUERTA DEL MOLD SUP;8880.59;0
2154;4;16024;PUERTA DEL MOLD SUP 1;40749.81;0
2154;4;16024;PUERTA TRAS;2639260.95;0
2154;4;16024;PUERTA TRAS CRISTAL;287801.27;0
2154;4;16024;PUERTA TRAS MANIJA EXT;79176.3;0
2154;4;16024;PUERTA TRAS MOLD INF;124511.61;0
2154;4;16024;PUERTA TRAS MOLD SUP;12518.42;0
2154;4;16024;PUERTA TRAS MOLD SUP 1;14062.2;0
2154;4;26001;ZOCALO;6189859.46;0
2154;4;26001;ZOCALO 1;5285782.28;0
2155;1;3011;CAPOT;1979254.65;0
2155;1;6001;FARITO DER;528937.43;0
2155;1;6001;FARITO IZQ;528937.43;0
2155;1;6002;FARO AUXILIAR DER;65480.94;0
2155;1;6002;FARO AUXILIAR IZQ;65480.94;0
2155;1;6002;FARO DER;832145.97;0
2155;1;6002;FARO IZQ;832145.97;0
2155;1;7006;GUARDABARRO DER;557657.94;0
2155;1;7006;GUARDABARRO IZQ;557657.94;0
2155;1;16004;PARABRISAS;1205803.08;0
2155;1;16005;PARAGOLPE / CTRO;739870.43;0
2155;1;16005;PARAGOLPE ALMA;813223.14;0
2155;1;16005;PARAGOLPE REJILLA / TAPA DER;40979.09;0
2155;1;16005;PARAGOLPE REJILLA / TAPA DER 1;243872.18;0
2155;1;16005;PARAGOLPE REJILLA / TAPA IZQ 1;207081.18;0
2155;1;16005;PARAGOLPE REJILLA CENTRAL;318126.71;0
2155;1;16005;PARAGOLPE REJILLA / TAPA DER 2;288290.39;0
2155;1;16005;PARAGOLPE REJILLA / TAPA IZQ 2;288290.39;0
2155;1;16005;PARAGOLPE REJILLA / TAPA DER 3;232561.28;0
2155;1;16005;PARAGOLPE REJILLA / TAPA DER 4;201807.86;0
2155;1;16005;PARAGOLPE REJILLA / TAPA IZQ 3;201807.86;0
2155;1;16005;PARAGOLPE REJILLA / TAPA IZQ 4;177397.71;0
2155;1;18005;REJILLA RADIADOR;176618.18;0
2155;2;6002;FARO DER;528937.43;0
2155;2;6002;FARO IZQ;771204.68;0
2155;2;7006;GUARDABARRO DER;1445731.73;0
2155;2;7006;GUARDABARRO IZQ;1071814.77;0
2155;2;12009;LUNETA CRISTAL;466039.65;0
2155;2;16003;PANEL COLA COMP;580554.87;0
2155;2;16005;PARAGOLPE / CTRO;719388.53;0
2155;2;16005;PARAGOLPE ALMA;535861.53;0
2155;2;16005;PARAGOLPE EMBELLEC / MOLD DER;195067.17;0
2155;2;16005;PARAGOLPE EMBELLEC / MOLD IZQ;215228.09;0
2155;2;20006;TAPA PORTON;2052026.54;0
2155;2;20006;TAPA BAUL / PORTON MOLD;84831.75;0
2155;3;16024;PUERTA DEL;1313378.91;0
2155;3;16024;PUERTA DEL ESPEJO ELECTRICO;432045.81;0
2155;3;16024;PUERTA DEL MANIJA EXT;73857.12;0
2155;3;16024;PUERTA DEL MOLD MEDIA;682612.82;0
2155;3;16024;PUERTA DEL MOLD SUP;109364.18;0
2155;3;16024;PUERTA TRAS;1506856.44;0
2155;3;16024;PUERTA TRAS CRISTAL;892307.73;0
2155;3;16024;PUERTA TRAS MOLD MEDIA;420398.64;0
2155;3;26001;ZOCALO;1085494.85;0
2155;4;16024;PUERTA DEL;1278865.38;0
2155;4;16024;PUERTA DEL ESPEJO ELECTRICO;402805.61;0
2155;4;16024;PUERTA DEL MOLD MEDIA;305837.57;0
2155;4;16024;PUERTA DEL MOLD SUP;42003.18;0
2155;4;16024;PUERTA DEL MOLD SUP 1;98542.4;0
2155;4;16024;PUERTA TRAS;888272.49;0
2155;4;16024;PUERTA TRAS MANIJA EXT;82722.42;0
2155;4;16024;PUERTA TRAS MOLD MEDIA;232423.71;0
2156;1;6002;FARO DER XENON;4386243.63;0
2156;1;7006;GUARDABARRO IZQ;1351982.91;0
2156;1;16005;PARAGOLPE / CTRO;902487.93;0
2156;1;16005;PARAGOLPE EMBELLEC / MOLD SUP;557629.78;0
2156;1;16005;PARAGOLPE REJILLA CENTRAL;582402.68;0
2157;1;3011;CAPOT;1149248.58;0
2157;1;6002;FARO AUXILIAR DER;116410.56;0
2157;1;6002;FARO AUXILIAR IZQ;116410.56;0
2157;1;6002;FARO DER;638958.86;0
2157;1;6002;FARO IZQ;638958.86;0
2157;1;6002;FARO IZQ XENON;2974216.44;0
2157;1;6002;FARO DER XENON 1;2974216.44;0
2157;1;6002;FARO IZQ XENON 1;2974216.44;0
2157;1;7006;GUARDABARRO DER;519521.87;0
2157;1;7006;GUARDABARRO DER 1;519521.87;0
2157;1;7006;GUARDABARRO IZQ;519521.87;0
2157;1;7006;GUARDABARRO IZQ 1;519521.87;0
2157;1;16004;PARABRISAS;1621203.53;0
2157;1;16005;PARAGOLPE / CTRO;1055016.56;0
2157;1;16005;PARAGOLPE / CTRO 1;1394786.82;0
2157;1;16005;PARAGOLPE ALMA;482165.33;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD DER;411487.49;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD DER 1;586684.16;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD DER 3;46802.67;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD INF;556053.02;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;411487.49;0
2157;1;16005;PARAGOLPE EMBELLEC / MOLD SUP;267670.92;0
2157;1;16005;PARAGOLPE REJILLA / TAPA DER;107071.43;0
2157;1;16005;PARAGOLPE REJILLA / TAPA IZQ;41361.21;0
2157;1;16005;PARAGOLPE REJILLA CENTRAL;266707.97;0
2157;1;16005;PARAGOLPE REJILLA CENTRAL 1;356461.49;0
2157;1;16005;PARAGOLPE REJILLA CENTRAL 2;164695.88;0
2157;1;16005;PARAGOLPE REJILLA CENTRAL MOLD EMBELLECEDOR;271645.02;0
2157;1;16005;PARAGOLPE REJILLA CENTRAL MOLD EMBELLECEDOR 1;79986.41;0
2157;2;6002;FARO DER;266784.39;0
2157;2;6002;FARO DER 1;1082193.29;0
2157;2;6002;FARO IZQ 1;1058440.4;0
2157;2;12009;LUNETA CRISTAL;645072.86;0
2157;2;16003;PANEL COLA COMP;359839.47;0
2157;2;16003;PANEL COLA SUP;327297.71;0
2157;2;16005;PARAGOLPE / CTRO;1012860.53;0
2157;2;16005;PARAGOLPE ALMA;307121.51;0
2157;2;16005;PARAGOLPE EMBELLEC / MOLD;99459.5;0
2157;2;20006;TAPA PORTON;1314678.14;0
2157;3;16024;PUERTA DEL;1279599.06;0
2157;3;16024;PUERTA DEL CRISTAL;75890.03;0
2157;3;16024;PUERTA DEL ESPEJO ELECTRICO;635504.45;0
2157;3;16024;PUERTA DEL ESPEJO ELECTRICO 1;342811.98;0
2157;3;16024;PUERTA DEL MANIJA EXT;92336.69;0
2157;3;16024;PUERTA DEL MOLD MEDIA;403264.16;0
2157;3;16024;PUERTA DEL MOLD SUP;47184.8;0
2157;3;16024;PUERTA DEL MOLD SUP 1;45992.57;0
2157;3;16024;PUERTA DEL MOLD SUP 2;677370.06;0
2157;3;26001;ZOCALO;888303.06;0
2157;4;16024;PUERTA DEL;1313975.03;0
2157;4;16024;PUERTA DEL CRISTAL;73505.57;0
2157;4;16024;PUERTA DEL ESPEJO ELECTRICO;609947.93;0
2157;4;16024;PUERTA DEL ESPEJO ELECTRICO 1;318524.12;0
2157;4;16024;PUERTA DEL MANIJA EXT;89203.26;0
2157;4;16024;PUERTA DEL MOLD INF;403264.16;0
2157;4;16024;PUERTA DEL MOLD MEDIA;403264.16;0
2157;4;16024;PUERTA DEL MOLD SUP;47184.8;0
2157;4;16024;PUERTA DEL MOLD SUP 1;45992.57;0
2157;4;16024;PUERTA DEL MOLD SUP 2;850396.26;0
2157;4;26001;ZOCALO;1008550.16;0
2158;1;3011;CAPOT;1149248.58;0
2158;1;6002;FARO AUXILIAR DER;116410.56;0
2158;1;6002;FARO AUXILIAR IZQ;116410.56;0
2158;1;6002;FARO DER;638958.86;0
2158;1;6002;FARO IZQ;638958.86;0
2158;1;6002;FARO IZQ XENON;2974216.44;0
2158;1;6002;FARO DER XENON 1;2974216.44;0
2158;1;6002;FARO IZQ XENON 1;2974216.44;0
2158;1;6002;FARO DER FULL LED;2974216.44;0
2158;1;6003;FRENTE C/MASCARA COMPLETA;550030.73;0
2158;1;7006;GUARDABARRO DER;519521.87;0
2158;1;7006;GUARDABARRO DER 1;519521.87;0
2158;1;7006;GUARDABARRO IZQ;519521.87;0
2158;1;7006;GUARDABARRO IZQ 1;519521.87;0
2158;1;16004;PARABRISAS;1621203.53;0
2158;1;16005;PARAGOLPE / CTRO;1055016.56;0
2158;1;16005;PARAGOLPE / CTRO;541104.29;0
2158;1;16005;PARAGOLPE / CTRO 1;1394786.82;0
2158;1;16005;PARAGOLPE ALMA;482165.33;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD DER;411487.49;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD DER 1;586684.16;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD DER 3;46802.67;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD INF;556053.02;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD IZQ;411487.49;0
2158;1;16005;PARAGOLPE EMBELLEC / MOLD SUP;267670.92;0
2158;1;16005;PARAGOLPE REJILLA / TAPA DER;107071.43;0
2158;1;16005;PARAGOLPE REJILLA / TAPA IZQ;41361.21;0
2158;1;16005;PARAGOLPE REJILLA CENTRAL;266707.97;0
2158;1;16005;PARAGOLPE REJILLA CENTRAL 1;356461.49;0
2158;1;16005;PARAGOLPE REJILLA CENTRAL 2;164695.88;0
2158;1;16005;PARAGOLPE REJILLA CENTRAL MOLD EMBELLECEDOR;271645.02;0
2158;1;16005;PARAGOLPE REJILLA CENTRAL MOLD EMBELLECEDOR 1;79986.41;0
2158;2;6002;FARO DER;266784.39;0
2158;2;6002;FARO DER 1;1082193.29;0
2158;2;6002;FARO IZQ 1;1058440.4;0
2158;2;12009;LUNETA CRISTAL;645072.86;0
2158;2;16003;PANEL COLA COMP;359839.47;0
2158;2;16003;PANEL COLA SUP;327297.71;0
2158;2;16005;PARAGOLPE / CTRO;1012860.53;0
2158;2;16005;PARAGOLPE ALMA;307121.51;0
2158;2;16005;PARAGOLPE EMBELLEC / MOLD;99459.5;0
2158;2;20006;TAPA PORTON;1314678.14;0
